archive_date,adult_child,speciality,wait_0_6m,wait_6_12m,wait_12_18m,wait_18m_plus,total_waiting,Year,Month,pct_over_12m
25/01/2024,Child,Plastic Surgery,717,273,110,110,1210,2024,1,18.18181818
25/01/2024,Child,Pain Relief,25,4,0,0,29,2024,1,0
25/01/2024,Child,Paediatrics,12649,5072,1323,480,19524,2024,1,9.234787953
25/01/2024,Child,Paediatric Urology,623,360,122,30,1135,2024,1,13.39207048
25/01/2024,Child,Paediatric Surgery,1835,1017,419,143,3414,2024,1,16.46162859
25/01/2024,Child,Paed Gastro-Enterol,476,261,90,86,913,2024,1,19.27710843
25/01/2024,Child,Paediatric Respiratory Medicine,677,420,173,216,1487,2024,1,26.1600538
25/01/2024,Child,Paediatric Neurology,751,304,95,2,1152,2024,1,8.420138889
25/01/2024,Child,Urology,941,456,166,308,1871,2024,1,25.33404596
25/01/2024,Child,Paediatric ENT,2674,1953,828,1075,6530,2024,1,29.1424196
25/01/2024,Child,Paediatric Dermatology,2632,1864,628,887,6011,2024,1,25.20379305
25/01/2024,Child,Paed Orthopaedic,1757,1053,754,673,4237,2024,1,33.67949021
25/01/2024,Child,Paed Nephrology,301,167,65,30,563,2024,1,16.87388988
25/01/2024,Child,Paed Metabolic Medicine,37,4,4,0,45,2024,1,8.888888889
25/01/2024,Child,Paediatric Neurosurgery,57,8,2,0,67,2024,1,2.985074627
25/01/2024,Adult,Small Volume Specialties,562,93,24,7,686,2024,1,4.518950437
25/01/2024,Child,Paediatric Infectious Diseases,53,7,2,2,64,2024,1,6.25
25/01/2024,Adult,Respiratory Medicine,12139,5608,1772,2284,21804,2024,1,18.60209136
25/01/2024,Adult,Geriatric Medicine,3427,499,128,67,4120,2024,1,4.733009709
25/01/2024,Adult,General Surgery,24512,5417,1259,698,31886,2024,1,6.137489807
25/01/2024,Adult,General Medicine,8624,3611,1232,1178,14644,2024,1,16.45725212
25/01/2024,Adult,Gastro-Intestinal Surgery,252,81,44,8,385,2024,1,13.50649351
25/01/2024,Adult,Gastro-Enterology,10884,4006,819,284,15992,2024,1,6.897198599
25/01/2024,Adult,Endocrinology,7821,4495,1846,4078,18240,2024,1,32.47807018
25/01/2024,Adult,Diabetes Mellitus,1305,449,75,27,1856,2024,1,5.495689655
25/01/2024,Adult,Gynaecology,21510,5240,940,609,28299,2024,1,5.47369165
25/01/2024,Adult,Dermatology,26780,12315,3547,5262,47904,2024,1,18.38886106
25/01/2024,Adult,Clinical Immunology,1339,670,419,140,2568,2024,1,21.76791277
25/01/2024,Adult,Clinical (Medical) Genetics,701,721,633,922,2977,2024,1,52.23379241
25/01/2024,Adult,Chemical Pathology,55,7,0,0,62,2024,1,0
25/01/2024,Adult,Cardiology,22355,10669,2871,1654,37549,2024,1,12.05092013
25/01/2024,Adult,Cardio-Thoracic Surgery,343,41,21,39,444,2024,1,13.51351351
25/01/2024,Adult,Breast Surgery,2508,17,0,0,2525,2024,1,0
25/01/2024,Adult,Anaesthetics,23,2,0,0,25,2024,1,0
25/01/2024,Adult,Clinical Neurophysiology,716,390,282,243,1631,2024,1,32.1888412
25/01/2024,Adult,Haematology,5447,2053,797,527,8825,2024,1,15.00283286
25/01/2024,Adult,Rheumatology,7036,3325,1046,1082,12489,2024,1,17.03899431
25/01/2024,Adult,Infectious Diseases,771,271,392,2,1436,2024,1,27.43732591
25/01/2024,Adult,Radiotherapy,28,2,0,0,30,2024,1,0
25/01/2024,Adult,Psychiatry,393,15,2,0,411,2024,1,0.486618005
25/01/2024,Adult,Plastic Surgery,7258,2926,857,2133,13174,2024,1,22.69621983
25/01/2024,Adult,Pathology,71,31,29,61,192,2024,1,46.875
25/01/2024,Adult,Pain Relief,6353,3661,1994,1523,13531,2024,1,25.99216614
25/01/2024,Adult,Hepato-Biliary Surgery,83,20,0,0,103,2024,1,0
25/01/2024,Adult,Paediatric Dermatology,21,4,2,0,27,2024,1,7.407407407
25/01/2024,Adult,Otolaryngology (ENT),20022,8012,2784,4382,35201,2024,1,20.35737621
25/01/2024,Adult,Paediatrics,49,45,13,9,117,2024,1,18.8034188
25/01/2024,Adult,Orthopaedics,35096,17870,5841,4559,63365,2024,1,16.41284621
25/01/2024,Adult,Ophthalmology,16410,7661,3818,5054,32942,2024,1,26.93218384
25/01/2024,Adult,Oncology,514,20,10,0,544,2024,1,1.838235294
25/01/2024,Adult,Neurosurgery,4146,2432,1169,2880,10627,2024,1,38.10106333
25/01/2024,Adult,Neurology,10133,5301,2261,3773,21468,2024,1,28.10694988
25/01/2024,Adult,Nephrology,2573,788,198,159,3718,2024,1,9.601936525
25/01/2024,Adult,Metabolic Medicine,83,19,4,0,107,2024,1,3.738317757
25/01/2024,Adult,Maxillo-Facial,1796,538,334,815,3483,2024,1,32.98880276
25/01/2024,Adult,Other,2,21,0,0,23,2024,1,0
29/02/2024,Child,Otolaryngology (ENT),4944,2252,639,446,8281,2024,2,13.10228233
29/02/2024,Child,Orthopaedics,1410,663,293,390,2756,2024,2,24.78229318
29/02/2024,Child,Ophthalmology,2092,800,302,463,3658,2024,2,20.91306725
29/02/2024,Child,Maxillo-Facial,212,93,50,87,442,2024,2,30.99547511
29/02/2024,Child,Immunology,189,66,34,2,291,2024,2,12.37113402
29/02/2024,Child,Haematology,58,14,3,0,76,2024,2,3.947368421
29/02/2024,Child,Gynaecology,388,135,79,15,615,2024,2,15.28455285
29/02/2024,Adult,Vascular Surgery,7544,2679,1092,700,12015,2024,2,14.91468997
29/02/2024,Child,Developmental Paediatrics,352,229,124,222,926,2024,2,37.3650108
29/02/2024,Child,Dermatology,1713,723,301,638,3376,2024,2,27.81398104
29/02/2024,Child,Dental Surgery,180,99,56,33,368,2024,2,24.18478261
29/02/2024,Child,Clinical Immunology,363,193,138,113,807,2024,2,31.10285006
29/02/2024,Child,Clinical (Medical) Genetics,49,365,79,13,506,2024,2,18.18181818
29/02/2024,Child,Cardiology,20,7,4,5,36,2024,2,25
29/02/2024,Child,Cardio-Thoracic Surgery,44,7,3,0,54,2024,2,5.555555556
29/02/2024,Child,Paed Cardiology,2301,1559,1020,150,5030,2024,2,23.26043738
29/02/2024,Child,General Surgery,832,325,142,121,1421,2024,2,18.50809289
29/02/2024,Child,Paed Endocrinology,463,149,27,5,644,2024,2,4.968944099
29/02/2024,Child,Paediatric Neurology,826,336,109,2,1272,2024,2,8.726415094
29/02/2024,Child,Paed Haematology,239,50,3,2,294,2024,2,1.700680272
29/02/2024,Adult,Urology,13821,4942,1199,2196,22158,2024,2,15.32177994
29/02/2024,Child,Urology,942,486,167,278,1872,2024,2,23.77136752
29/02/2024,Child,Small Volume Specialties,542,127,20,15,703,2024,2,4.978662873
29/02/2024,Child,Rheumatology,242,181,103,474,1000,2024,2,57.7
29/02/2024,Child,Plastic Surgery,713,238,118,114,1182,2024,2,19.62774958
29/02/2024,Child,Paediatrics,13253,4943,1548,532,20275,2024,2,10.25893958
29/02/2024,Child,Paediatric Urology,765,355,127,24,1271,2024,2,11.88040913
29/02/2024,Child,Paed Gastro-Enterol,464,243,121,95,923,2024,2,23.40195016
29/02/2024,Child,Paediatric Surgery,1716,1061,406,191,3374,2024,2,17.69413159
29/02/2024,Child,Paediatric Neurosurgery,41,0,0,0,41,2024,2,0
29/02/2024,Child,Paediatric Infectious Diseases,50,8,2,2,60,2024,2,6.666666667
29/02/2024,Child,Paediatric ENT,2914,1835,939,1059,6747,2024,2,29.61316141
29/02/2024,Child,Paediatric Dermatology,2632,1859,674,895,6060,2024,2,25.89108911
29/02/2024,Child,Paed Orthopaedic,1757,1127,728,753,4365,2024,2,33.92898053
29/02/2024,Child,Paed Nephrology,307,175,74,33,589,2024,2,18.1663837
29/02/2024,Child,Paed Metabolic Medicine,36,2,2,0,39,2024,2,5.128205128
29/02/2024,Child,Paediatric Respiratory Medicine,738,416,197,184,1534,2024,2,24.83702738
29/02/2024,Adult,Small Volume Specialties,527,91,23,8,650,2024,2,4.769230769
29/02/2024,Adult,Respiratory Medicine,12934,5618,1990,2275,22818,2024,2,18.691384
29/02/2024,Adult,Anaesthetics,32,0,0,0,32,2024,2,0
29/02/2024,Adult,Gynaecology,22159,5254,1029,585,29026,2024,2,5.560531937
29/02/2024,Adult,Geriatric Medicine,3720,439,111,70,4340,2024,2,4.170506912
29/02/2024,Adult,General Surgery,25438,5599,1234,675,32946,2024,2,5.794330116
29/02/2024,Adult,General Medicine,8402,3289,1116,1084,13891,2024,2,15.83759269
29/02/2024,Adult,Gastro-Intestinal Surgery,347,72,52,2,473,2024,2,11.41649049
29/02/2024,Adult,Gastro-Enterology,11337,3873,823,291,16323,2024,2,6.824725847
29/02/2024,Adult,Diabetes Mellitus,1342,461,83,25,1910,2024,2,5.654450262
29/02/2024,Adult,Haematology,5481,2217,844,479,9020,2024,2,14.66740576
29/02/2024,Adult,Dermatology,27014,13233,3806,5597,49650,2024,2,18.93856999
29/02/2024,Adult,Clinical Immunology,1484,676,413,177,2750,2024,2,21.45454545
29/02/2024,Adult,Clinical (Medical) Genetics,688,673,640,876,2877,2024,2,52.69377824
29/02/2024,Adult,Chemical Pathology,61,6,1,0,68,2024,2,1.470588235
29/02/2024,Adult,Cardiology,22910,11031,3183,1786,38909,2024,2,12.77082423
29/02/2024,Adult,Cardio-Thoracic Surgery,380,36,19,37,472,2024,2,11.86440678
29/02/2024,Adult,Breast Surgery,2736,23,0,0,2759,2024,2,0
29/02/2024,Adult,Rheumatology,6957,3205,970,894,12026,2024,2,15.49975054
29/02/2024,Adult,Clinical Neurophysiology,825,428,278,208,1739,2024,2,27.94709603
29/02/2024,Adult,Hepato-Biliary Surgery,108,21,0,0,129,2024,2,0
29/02/2024,Adult,Endocrinology,7994,4437,1880,4354,18664,2024,2,33.40120017
29/02/2024,Adult,Maxillo-Facial,1876,522,306,753,3457,2024,2,30.63349725
29/02/2024,Adult,Infectious Diseases,671,285,443,2,1401,2024,2,31.76302641
29/02/2024,Adult,Plastic Surgery,7485,2860,788,1978,13110,2024,2,21.09839817
29/02/2024,Adult,Pathology,64,35,30,61,190,2024,2,47.89473684
29/02/2024,Adult,Pain Relief,6479,3522,1962,1642,13605,2024,2,26.49026093
29/02/2024,Adult,Paediatrics,76,49,8,12,144,2024,2,13.88888889
29/02/2024,Adult,Paediatric Neurology,5,11,7,0,23,2024,2,30.43478261
29/02/2024,Adult,Paediatric Dermatology,21,8,0,0,29,2024,2,0
29/02/2024,Adult,Otolaryngology (ENT),20633,7876,3101,4084,35694,2024,2,20.12943352
29/02/2024,Adult,Psychiatry,450,15,4,0,469,2024,2,0.852878465
29/02/2024,Adult,Orthopaedics,35245,17799,5866,4408,63319,2024,2,16.22577741
29/02/2024,Adult,Ophthalmology,16458,7342,3969,5398,33167,2024,2,28.24192722
29/02/2024,Adult,Oncology,566,24,6,0,596,2024,2,1.006711409
29/02/2024,Adult,Neurosurgery,4264,2531,1194,2950,10939,2024,2,37.88280464
29/02/2024,Adult,Neurology,10860,5173,2378,3546,21957,2024,2,26.98000638
29/02/2024,Adult,Nephrology,2694,754,221,159,3828,2024,2,9.926854754
29/02/2024,Adult,Metabolic Medicine,82,22,4,0,108,2024,2,3.703703704
29/02/2024,Adult,Other,2,25,0,0,27,2024,2,0
28/03/2024,Child,Orthopaedics,1408,660,297,406,2770,2024,3,25.37906137
28/03/2024,Child,Ophthalmology,2185,799,342,452,3778,2024,3,21.0164108
28/03/2024,Child,Maxillo-Facial,240,85,47,82,454,2024,3,28.41409692
28/03/2024,Child,Immunology,242,56,36,2,336,2024,3,11.30952381
28/03/2024,Child,Haematology,57,20,3,0,80,2024,3,3.75
28/03/2024,Child,Gynaecology,387,131,64,18,601,2024,3,13.64392679
28/03/2024,Child,General Surgery,829,331,153,122,1435,2024,3,19.16376307
28/03/2024,Child,Developmental Paediatrics,356,230,125,214,925,2024,3,36.64864865
28/03/2024,Child,Clinical (Medical) Genetics,6,309,72,8,395,2024,3,20.25316456
28/03/2024,Child,Dental Surgery,196,89,61,32,378,2024,3,24.6031746
28/03/2024,Child,Clinical Immunology,400,193,152,104,849,2024,3,30.15312132
28/03/2024,Child,Cardiology,20,8,9,5,42,2024,3,33.33333333
28/03/2024,Child,Cardio-Thoracic Surgery,76,12,2,0,90,2024,3,2.222222222
28/03/2024,Adult,Vascular Surgery,7596,2685,1087,705,12073,2024,3,14.84303818
28/03/2024,Adult,Urology,14061,5332,1219,1959,22571,2024,3,14.08001418
28/03/2024,Child,Otolaryngology (ENT),5156,2188,785,410,8539,2024,3,13.99461295
28/03/2024,Child,Dermatology,1796,749,318,675,3538,2024,3,28.06670435
28/03/2024,Child,Paed Cardiology,2299,1554,1106,249,5208,2024,3,26.01766513
28/03/2024,Adult,Small Volume Specialties,500,96,33,10,639,2024,3,6.729264476
28/03/2024,Child,Paed Gastro-Enterol,416,234,115,109,874,2024,3,25.62929062
28/03/2024,Child,Urology,967,510,178,231,1886,2024,3,21.68610817
28/03/2024,Child,Rheumatology,241,163,116,398,918,2024,3,55.9912854
28/03/2024,Child,Plastic Surgery,673,202,108,116,1099,2024,3,20.38216561
28/03/2024,Child,Paediatrics,13496,4952,1654,576,20677,2024,3,10.78493012
28/03/2024,Child,Paediatric Urology,823,382,145,16,1366,2024,3,11.78623719
28/03/2024,Child,Paediatric Surgery,1541,1083,402,206,3231,2024,3,18.8177035
28/03/2024,Child,Paediatric Respiratory Medicine,776,364,259,126,1526,2024,3,25.2293578
28/03/2024,Child,Paed Endocrinology,493,146,28,6,673,2024,3,5.052005944
28/03/2024,Child,Paediatric Neurosurgery,52,0,0,0,52,2024,3,0
28/03/2024,Child,Paediatric Infectious Diseases,44,7,2,2,55,2024,3,7.272727273
28/03/2024,Child,Paediatric ENT,3060,1700,1089,1075,6924,2024,3,31.25361063
28/03/2024,Child,Paediatric Dermatology,2606,1827,741,925,6099,2024,3,27.31595343
28/03/2024,Child,Paed Orthopaedic,1584,1188,726,812,4310,2024,3,35.68445476
28/03/2024,Child,Paed Nephrology,322,168,81,25,596,2024,3,17.7852349
28/03/2024,Child,Paed Metabolic Medicine,28,2,2,0,32,2024,3,6.25
28/03/2024,Child,Paed Haematology,231,48,4,0,283,2024,3,1.413427562
28/03/2024,Child,Paediatric Neurology,819,348,128,2,1297,2024,3,10.0231303
28/03/2024,Adult,Rheumatology,6821,3158,958,817,11754,2024,3,15.10124213
28/03/2024,Child,Small Volume Specialties,540,125,11,17,693,2024,3,4.04040404
28/03/2024,Adult,Radiotherapy,23,0,0,0,23,2024,3,0
28/03/2024,Adult,Geriatric Medicine,3782,448,90,82,4402,2024,3,3.907314857
28/03/2024,Adult,General Surgery,25752,5895,1349,758,33754,2024,3,6.242223144
28/03/2024,Adult,General Medicine,8375,3341,1127,1062,13905,2024,3,15.74253866
28/03/2024,Adult,Gastro-Intestinal Surgery,394,65,57,0,516,2024,3,11.04651163
28/03/2024,Adult,Gastro-Enterology,11586,3846,861,283,16576,2024,3,6.901544402
28/03/2024,Adult,Endocrinology,8017,4162,1946,4422,18547,2024,3,34.3343937
28/03/2024,Adult,Diabetes Mellitus,1350,486,95,23,1954,2024,3,6.038894575
28/03/2024,Adult,Gynaecology,22104,5354,1081,547,29086,2024,3,5.597194527
28/03/2024,Adult,Dermatology,27041,13876,4156,5911,50983,2024,3,19.74579762
28/03/2024,Adult,Clinical Immunology,1539,719,417,199,2874,2024,3,21.4335421
28/03/2024,Adult,Clinical (Medical) Genetics,666,619,631,823,2739,2024,3,53.08506754
28/03/2024,Adult,Chemical Pathology,57,7,2,2,67,2024,3,5.970149254
28/03/2024,Adult,Cardiology,23097,10934,3314,1771,39116,2024,3,12.99979548
28/03/2024,Adult,Cardio-Thoracic Surgery,372,29,21,27,450,2024,3,10.66666667
28/03/2024,Adult,Breast Surgery,2907,26,0,0,2933,2024,3,0
28/03/2024,Adult,Anaesthetics,31,0,0,0,31,2024,3,0
28/03/2024,Adult,Clinical Neurophysiology,786,435,288,195,1704,2024,3,28.34507042
28/03/2024,Adult,Haematology,5727,2186,827,456,9196,2024,3,13.95171814
28/03/2024,Adult,Respiratory Medicine,12950,5519,2122,2286,22878,2024,3,19.26741848
28/03/2024,Adult,Infectious Diseases,696,275,471,22,1463,2024,3,33.69788107
28/03/2024,Adult,Hepato-Biliary Surgery,114,16,2,0,132,2024,3,1.515151515
28/03/2024,Adult,Psychiatry,486,15,2,2,505,2024,3,0.792079208
28/03/2024,Adult,Plastic Surgery,7537,2871,732,1975,13115,2024,3,20.64048799
28/03/2024,Adult,Pathology,73,36,25,58,192,2024,3,43.22916667
28/03/2024,Adult,Pain Relief,6538,3552,1800,1670,13561,2024,3,25.58808347
28/03/2024,Adult,Paediatric Neurology,6,11,8,0,25,2024,3,32
28/03/2024,Adult,Paediatric Dermatology,17,6,2,0,25,2024,3,8
28/03/2024,Adult,Otolaryngology (ENT),20880,8066,3122,3803,35870,2024,3,19.3058266
28/03/2024,Adult,Paediatrics,65,53,15,10,143,2024,3,17.48251748
28/03/2024,Adult,Ophthalmology,16977,7387,4280,5459,34102,2024,3,28.55844232
28/03/2024,Adult,Oncology,628,16,2,0,647,2024,3,0.309119011
28/03/2024,Adult,Neurosurgery,4422,2537,1191,3002,11152,2024,3,37.59863702
28/03/2024,Adult,Neurology,11245,5190,2475,3468,22378,2024,3,26.5573331
28/03/2024,Adult,Nephrology,2765,746,223,142,3876,2024,3,9.416924665
28/03/2024,Adult,Metabolic Medicine,74,23,4,0,100,2024,3,4
28/03/2024,Adult,Maxillo-Facial,1842,526,274,711,3353,2024,3,29.3766776
